optIter	freq	dB(S(2,1))[0, ::]
51	5.83999999999999986E8	6.92494720368797889E0
51	5.84999999999999964E8	6.91656881205393859E0
51	5.86000000000000032E8	6.90826137460585610E0
51	5.87000000000000011E8	6.90002503363543518E0
51	5.87999999999999989E8	6.89185993247297013E0
51	5.88999999999999968E8	6.88376621551332502E0
51	5.90000000000000036E8	6.87574402820690089E0
51	5.91000000000000014E8	6.86779351707930719E0
51	5.91999999999999993E8	6.85991482973438238E0
51	5.92999999999999972E8	6.85210811486722715E0
51	5.93999999999999950E8	6.84437352227234008E0
51	5.95000000000000018E8	6.83671120285191236E0
51	5.95999999999999996E8	6.82912130863565103E0
51	5.97000000000000064E8	6.82160399275696694E0
51	5.97999999999999954E8	6.81415940951664378E0
51	5.99000000000000021E8	6.80678771433889462E0
51	6.00000000000000000E8	6.79948906380889451E0
51	6.00999999999999979E8	6.79226361568758819E0
51	6.02000000000000046E8	6.78511152888961266E0
51	6.02999999999999936E8	6.77803296352804363E0
51	6.04000000000000004E8	6.77102808091627395E0
51	6.04999999999999982E8	6.76409704355692831E0
51	6.06000000000000050E8	6.75724001517299122E0
51	6.07000000000000028E8	6.75045716071497903E0
51	6.08000000000000007E8	6.74374864635330251E0
51	6.08999999999999986E8	6.73711463951700296E0
51	6.09999999999999964E8	6.73055530888461284E0
51	6.11000000000000032E8	6.72407082438674131E0
51	6.12000000000000011E8	6.71766135725202407E0
51	6.12999999999999989E8	6.71132707996017075E0
51	6.13999999999999968E8	6.70506816631323144E0
51	6.15000000000000036E8	6.69888479141097282E0
51	6.16000000000000014E8	6.69277713165429056E0
51	6.16999999999999993E8	6.68674536479103931E0
51	6.17999999999999972E8	6.68078966988280598E0
51	6.18999999999999950E8	6.67491022735997852E0
51	6.20000000000000018E8	6.66910721899379055E0
51	6.20999999999999996E8	6.66338082793359376E0
51	6.22000000000000064E8	6.65773123869182548E0
51	6.22999999999999954E8	6.65215863719698763E0
51	6.24000000000000021E8	6.64666321075464506E0
51	6.25000000000000000E8	6.64124514809175093E0
51	6.25999999999999979E8	6.63590463935997299E0
51	6.27000000000000046E8	6.63064187614115141E0
51	6.27999999999999936E8	6.62545705146122543E0
51	6.29000000000000004E8	6.62035035980203013E0
51	6.29999999999999982E8	6.61532199711432156E0
51	6.31000000000000050E8	6.61037216083956469E0
51	6.32000000000000028E8	6.60550104988342035E0
51	6.33000000000000007E8	6.60070886467632256E0
51	6.33999999999999986E8	6.59599580715938671E0
51	6.34999999999999964E8	6.59136208078843389E0
51	6.36000000000000032E8	6.58680789057069482E0
51	6.37000000000000011E8	6.58233344304639179E0
51	6.37999999999999989E8	6.57793894632411469E0
51	6.38999999999999968E8	6.57362461009432053E0
51	6.40000000000000036E8	6.56939064561790254E0
51	6.40999999999999925E8	6.56523726576113020E0
51	6.41999999999999993E8	6.56116468500514660E0
51	6.42999999999999972E8	6.55717311943752001E0
51	6.44000000000000039E8	6.55326278678457719E0
51	6.45000000000000018E8	6.54943390642556622E0
51	6.45999999999999908E8	6.54568669940269654E0
51	6.47000000000000064E8	6.54202138840576808E0
51	6.47999999999999954E8	6.53843819784001212E0
51	6.49000000000000021E8	6.53493735377754881E0
51	6.50000000000000000E8	6.53151908402593850E0
51	6.50999999999999979E8	6.52818361809689662E0
51	6.52000000000000046E8	6.52493118724796339E0
51	6.52999999999999936E8	6.52176202448003117E0
51	6.54000000000000092E8	6.51867636455557431E0
51	6.54999999999999982E8	6.51567444401929396E0
51	6.55999999999999961E8	6.51275650117898941E0
51	6.57000000000000028E8	6.50992277617750137E0
51	6.58000000000000007E8	6.50717351094772845E0
51	6.59000000000000075E8	6.50450894927025303E0
51	6.59999999999999964E8	6.50192933674017581E0
51	6.60999999999999943E8	6.49943492082883623E0
51	6.62000000000000011E8	6.49702595087432933E0
51	6.62999999999999989E8	6.49470267809154311E0
51	6.64000000000000057E8	6.49246535558095417E0
51	6.65000000000000036E8	6.49031423838265553E0
51	6.65999999999999925E8	6.48824958343236968E0
51	6.66999999999999993E8	6.48627164961886749E0
51	6.67999999999999972E8	6.48438069777444692E0
51	6.69000000000000039E8	6.48257699070498994E0
51	6.70000000000000018E8	6.48086079318827313E0
51	6.70999999999999908E8	6.47923237201088487E0
51	6.72000000000000064E8	6.47769199593872269E0
51	6.72999999999999954E8	6.47623993580393353E0
51	6.74000000000000021E8	6.47487646444815468E0
51	6.75000000000000000E8	6.47360185676332023E0
51	6.75999999999999979E8	6.47241638972407696E0
51	6.77000000000000046E8	6.47132034235888742E0
51	6.77999999999999936E8	6.47031399583934963E0
51	6.79000000000000092E8	6.46939763339649865E0
51	6.79999999999999982E8	6.46857154042878690E0
51	6.80999999999999961E8	6.46783600443742657E0
51	6.82000000000000028E8	6.46719131511796874E0
51	6.83000000000000007E8	6.46663776429808301E0
51	6.84000000000000075E8	6.46617564602285810E0
51	6.84999999999999964E8	6.46580525651171101E0
51	6.85999999999999943E8	6.46552689421777149E0
51	6.87000000000000011E8	6.46534085982311346E0
51	6.87999999999999989E8	6.46524745624204655E0
51	6.89000000000000057E8	6.46524698866052461E0
51	6.90000000000000036E8	6.46533976453946924E0
51	6.90999999999999925E8	6.46552609362362851E0
51	6.91999999999999993E8	6.46580628796530732E0
51	6.92999999999999972E8	6.46618066195599805E0
51	6.94000000000000039E8	6.46664953230029926E0
51	6.95000000000000018E8	6.46721321807767424E0
51	6.95999999999999908E8	6.46787204070017996E0
51	6.97000000000000064E8	6.46862632399281878E0
51	6.97999999999999954E8	6.46947639418133402E0
51	6.99000000000000021E8	6.47042257987889435E0
51	7.00000000000000000E8	6.47146521215724313E0
51	7.00999999999999979E8	6.47260462449826690E0
51	7.02000000000000046E8	6.47384115288225637E0
51	7.02999999999999936E8	6.47517513572655368E0
51	7.04000000000000092E8	6.47660691396748867E0
51	7.04999999999999982E8	6.47813683102179994E0
51	7.05999999999999961E8	6.47976523284413375E0
51	7.07000000000000028E8	6.48149246791269995E0
51	7.08000000000000007E8	6.48331888727400774E0
51	7.09000000000000075E8	6.48524484452558081E0
51	7.09999999999999964E8	6.48727069584237981E0
51	7.10999999999999943E8	6.48939679999868524E0
51	7.12000000000000011E8	6.49162351837963492E0
51	7.12999999999999989E8	6.49395121500485750E0
51	7.14000000000000057E8	6.49638025650481232E0
51	7.15000000000000036E8	6.49891101220236678E0
51	7.15999999999999925E8	6.50154385405598134E0
51	7.16999999999999993E8	6.50427915672170442E0
51	7.17999999999999972E8	6.50711729755641066E0
51	7.19000000000000039E8	6.51005865662715344E0
51	7.20000000000000018E8	6.51310361671139049E0
51	7.20999999999999908E8	6.51625256334172498E0
51	7.22000000000000064E8	6.51950588478845461E0
51	7.22999999999999954E8	6.52286397211381619E0
51	7.24000000000000021E8	6.52632721913799596E0
51	7.25000000000000000E8	6.52989602246678036E0
51	7.25999999999999979E8	6.53357078153588766E0
51	7.27000000000000046E8	6.53735189856910370E0
51	7.27999999999999936E8	6.54123977865956352E0
51	7.29000000000000092E8	6.54523482971468251E0
51	7.29999999999999982E8	6.54933746249151927E0
51	7.30999999999999961E8	6.55354809063591137E0
51	7.32000000000000028E8	6.55786713066817217E0
51	7.33000000000000007E8	6.56229500196738336E0
51	7.34000000000000075E8	6.56683212685827744E0
51	7.34999999999999964E8	6.57147893054089494E0
51	7.35999999999999943E8	6.57623584114963400E0
51	7.37000000000000011E8	6.58110328974458536E0
51	7.37999999999999989E8	6.58608171033246315E0
51	7.39000000000000057E8	6.59117153986354420E0
51	7.40000000000000036E8	6.59637321823634615E0
51	7.40999999999999925E8	6.60168718833245727E0
51	7.41999999999999993E8	6.60711389598585619E0
51	7.42999999999999972E8	6.61265379002784481E0
51	7.44000000000000039E8	6.61830732226359242E0
51	7.45000000000000018E8	6.62407494748997383E0
51	7.45999999999999908E8	6.62995712352632438E0
51	7.47000000000000064E8	6.63595431115309964E0
51	7.47999999999999954E8	6.64206697418407188E0
51	7.49000000000000021E8	6.64829557945036775E0
51	7.50000000000000000E8	6.65464059678440378E0
51	7.50999999999999979E8	6.66110249901310247E0
51	7.52000000000000046E8	6.66768176202656804E0
51	7.52999999999999936E8	6.67437886469709252E0
51	7.54000000000000092E8	6.68119428893796119E0
51	7.54999999999999982E8	6.68812851966098876E0
51	7.55999999999999961E8	6.69518204481050905E0
51	7.57000000000000028E8	6.70235535533433868E0
51	7.58000000000000007E8	6.70964894517961685E0
51	7.59000000000000075E8	6.71706331132755441E0
51	7.59999999999999964E8	6.72459895373442418E0
51	7.60999999999999943E8	6.73225637535614219E0
51	7.62000000000000011E8	6.74003608213871974E0
51	7.62999999999999989E8	6.74793858299886473E0
51	7.64000000000000057E8	6.75596438982842962E0
51	7.65000000000000036E8	6.76411401745055230E0
51	7.65999999999999925E8	6.77238798366536976E0
51	7.66999999999999993E8	6.78078680919413568E0
51	7.67999999999999972E8	6.78931101764147726E0
51	7.69000000000000039E8	6.79796113552852965E0
51	7.70000000000000018E8	6.80673769228624792E0
51	7.70999999999999908E8	6.81564122015356944E0
51	7.72000000000000064E8	6.82467225422405122E0
51	7.72999999999999954E8	6.83383133241589302E0
51	7.74000000000000021E8	6.84311899543556290E0
51	7.75000000000000000E8	6.85253578673849084E0
51	7.75999999999999979E8	6.86208225252409232E0
51	7.77000000000000046E8	6.87175894170123769E0
51	7.77999999999999936E8	6.88156640581938017E0
51	7.79000000000000092E8	6.89150519910772363E0
51	7.79999999999999982E8	6.90157587835486730E0
51	7.80999999999999961E8	6.91177900292247482E0
51	7.82000000000000028E8	6.92211513470804984E0
51	7.83000000000000007E8	6.93258483806271286E0
51	7.84000000000000075E8	6.94318867975415177E0
51	7.84999999999999964E8	6.95392722894959370E0
51	7.85999999999999943E8	6.96480105713199116E0
51	7.87000000000000011E8	6.97581073805366714E0
51	7.87999999999999989E8	6.98695684767646075E0
51	7.89000000000000057E8	6.99823996410800309E0
51	7.90000000000000036E8	7.00966066756014161E0
51	7.90999999999999925E8	7.02121954025190220E0
51	7.91999999999999993E8	7.03291716632714170E0
51	7.92999999999999972E8	7.04475413184787946E0
51	7.94000000000000039E8	7.05673102462935020E0
51	7.95000000000000018E8	7.06884843422326448E0
51	7.95999999999999908E8	7.08110695180100613E0
51	7.97000000000000064E8	7.09350717004602860E0
51	7.97999999999999954E8	7.10604968309999840E0
51	7.99000000000000021E8	7.11873508646800346E0
51	8.00000000000000000E8	7.13156397683555898E0
51	8.00999999999999979E8	7.14453695205163086E0
51	8.01999999999999957E8	7.15765461098928313E0
51	8.02999999999999936E8	7.17091755340089154E0
51	8.04000000000000092E8	7.18432637978503941E0
51	8.05000000000000071E8	7.19788169133279965E0
51	8.05999999999999872E8	7.21158408970235598E0
51	8.07000000000000028E8	7.22543417691082368E0
51	8.08000000000000007E8	7.23943255521879259E0
51	8.08999999999999986E8	7.25357982693624592E0
51	8.09999999999999964E8	7.26787659425926869E0
51	8.10999999999999943E8	7.28232345914754120E0
51	8.12000000000000099E8	7.29692102309614476E0
51	8.12999999999999901E8	7.31166988698242282E0
51	8.14000000000000057E8	7.32657065086152315E0
51	8.15000000000000036E8	7.34162391379421564E0
51	8.16000000000000014E8	7.35683027361962338E0
51	8.16999999999999993E8	7.37219032675454944E0
51	8.17999999999999972E8	7.38770466789791058E0
51	8.19000000000000128E8	7.40337388995059964E0
51	8.19999999999999929E8	7.41919858363909945E0
51	8.20999999999999908E8	7.43517933729386193E0
51	8.22000000000000064E8	7.45131673664841987E0
51	8.23000000000000043E8	7.46761136447659268E0
51	8.24000000000000021E8	7.48406380036742824E0
51	8.25000000000000000E8	7.50067462040316801E0
51	8.25999999999999979E8	7.51744439690940425E0
51	8.26999999999999957E8	7.53437369804735990E0
51	8.27999999999999936E8	7.55146308755964490E0
51	8.29000000000000092E8	7.56871312433873911E0
51	8.30000000000000071E8	7.58612436220454356E0
51	8.30999999999999872E8	7.60369734940285547E0
51	8.32000000000000028E8	7.62143262829086066E0
51	8.33000000000000007E8	7.63933073486063563E0
51	8.33999999999999986E8	7.65739219848034303E0
51	8.34999999999999964E8	7.67561754127267459E0
51	8.35999999999999943E8	7.69400727780223637E0
51	8.37000000000000099E8	7.71256191450592254E0
51	8.37999999999999901E8	7.73128194932197133E0
51	8.39000000000000057E8	7.75016787108277327E0
51	8.40000000000000036E8	7.76922015906667074E0
51	8.41000000000000014E8	7.78843928240314298E0
51	8.41999999999999993E8	7.80782569957015227E0
51	8.42999999999999972E8	7.82737985777049872E0
51	8.44000000000000128E8	7.84710219228324490E0
51	8.44999999999999929E8	7.86699312597174583E0
51	8.45999999999999908E8	7.88705306847639953E0
51	8.47000000000000064E8	7.90728241566271528E0
51	8.48000000000000043E8	7.92768154885562915E0
51	8.49000000000000021E8	7.94825083413003508E0
51	8.50000000000000000E8	7.96899062155109839E0
51	8.50999999999999979E8	7.98990124440278748E0
51	8.51999999999999957E8	8.01098301839737559E0
51	8.52999999999999936E8	8.03223624080873755E0
51	8.54000000000000092E8	8.05366118961686439E0
51	8.55000000000000071E8	8.07525812259104292E0
51	8.55999999999999872E8	8.09702727640109288E0
51	8.57000000000000028E8	8.11896886556403707E0
51	8.58000000000000007E8	8.14108308154830240E0
51	8.58999999999999986E8	8.16337009169784267E0
51	8.59999999999999964E8	8.18583003808699772E0
51	8.60999999999999943E8	8.20846303652369258E0
51	8.62000000000000099E8	8.23126917533101654E0
51	8.62999999999999901E8	8.25424851410271820E0
51	8.64000000000000057E8	8.27740108259179408E0
51	8.65000000000000036E8	8.30072687935814102E0
51	8.66000000000000014E8	8.32422587042218787E0
51	8.66999999999999993E8	8.34789798793919502E0
51	8.67999999999999972E8	8.37174312877362858E0
51	8.69000000000000128E8	8.39576115300170756E0
51	8.69999999999999929E8	8.41995188243649118E0
51	8.70999999999999908E8	8.44431509899381538E0
51	8.72000000000000064E8	8.46885054311989194E0
51	8.73000000000000043E8	8.49355791212147260E0
51	8.74000000000000021E8	8.51843685838371378E0
51	8.75000000000000000E8	8.54348698756052372E0
51	8.75999999999999979E8	8.56870785673772772E0
51	8.76999999999999957E8	8.59409897257336119E0
51	8.77999999999999936E8	8.61965978922070164E0
51	8.79000000000000092E8	8.64538970628737147E0
51	8.80000000000000071E8	8.67128806680966058E0
51	8.80999999999999872E8	8.69735415487945041E0
51	8.82000000000000028E8	8.72358719361097101E0
51	8.83000000000000007E8	8.74998634261503661E0
51	8.83999999999999986E8	8.77655069569028434E0
51	8.84999999999999964E8	8.80327927830365020E0
51	8.85999999999999943E8	8.83017104502863681E0
51	8.87000000000000099E8	8.85722487689718285E0
51	8.87999999999999901E8	8.88443957863928624E0
51	8.89000000000000057E8	8.91181387591185015E0
51	8.90000000000000036E8	8.93934641239398076E0
51	8.91000000000000014E8	8.96703574671395209E0
51	8.91999999999999993E8	8.99488034948609183E0
51	8.92999999999999972E8	9.02287859999257691E0
51	8.94000000000000128E8	9.05102878302962921E0
51	8.94999999999999929E8	9.07932908554731988E0
51	8.95999999999999908E8	9.10777759302449574E0
51	8.97000000000000064E8	9.13637228606028096E0
51	8.98000000000000043E8	9.16511103668285898E0
51	8.99000000000000021E8	9.19399160447924757E0
51	9.00000000000000000E8	9.22301163280013014E0
51	9.00999999999999979E8	9.25216864482582046E0
51	9.01999999999999957E8	9.28146003937733965E0
51	9.02999999999999936E8	9.31088308675204601E0
51	9.04000000000000092E8	9.34043492446062551E0
51	9.05000000000000071E8	9.37011255270857646E0
51	9.05999999999999872E8	9.39991283009484313E0
51	9.07000000000000028E8	9.42983246864407931E0
51	9.08000000000000007E8	9.45986802943092719E0
51	9.08999999999999986E8	9.49001591745077278E0
51	9.09999999999999964E8	9.52027237675411264E0
51	9.10999999999999943E8	9.55063348540084611E0
51	9.12000000000000099E8	9.58109515033082459E0
51	9.12999999999999901E8	9.61165310196302514E0
51	9.14000000000000057E8	9.64230288886376030E0
51	9.15000000000000036E8	9.67303987223391992E0
51	9.16000000000000014E8	9.70385922053833561E0
51	9.16999999999999993E8	9.73475590345402964E0
51	9.17999999999999972E8	9.76572468641925084E0
51	9.19000000000000128E8	9.79676012469787949E0
51	9.19999999999999929E8	9.82785655739026964E0
51	9.20999999999999908E8	9.85900810143779083E0
51	9.22000000000000064E8	9.89020864568871616E0
51	9.23000000000000043E8	9.92145184458119900E0
51	9.24000000000000021E8	9.95273111208373606E0
51	9.25000000000000000E8	9.98403961547433738E0
51	9.25999999999999979E8	1.00153702690324375E1
51	9.26999999999999957E8	1.00467157277473307E1
51	9.27999999999999936E8	1.00780683811197780E1
51	9.29000000000000092E8	1.01094203468351340E1
51	9.30000000000000071E8	1.01407634645666200E1
51	9.30999999999999872E8	1.01720892895091541E1
51	9.32000000000000028E8	1.02033890866497390E1
51	9.33000000000000007E8	1.02346538241775820E1
51	9.33999999999999986E8	1.02658741678566456E1
51	9.34999999999999964E8	1.02970404748927535E1
51	9.35999999999999943E8	1.03281427882325638E1
51	9.37000000000000099E8	1.03591708309854780E1
51	9.37999999999999901E8	1.03901140009052817E1
51	9.39000000000000057E8	1.04209613652391364E1
51	9.40000000000000036E8	1.04517016556699449E1
51	9.41000000000000014E8	1.04823232636891084E1
51	9.41999999999999993E8	1.05128142360358368E1
51	9.42999999999999972E8	1.05431622706781947E1
51	9.44000000000000128E8	1.05733547132141981E1
51	9.44999999999999929E8	1.06033785531999092E1
51	9.45999999999999908E8	1.06332204216097126E1
51	9.47000000000000064E8	1.06628665882738161E1
51	9.48000000000000043E8	1.06923029599502062E1
51	9.49000000000000021E8	1.07215150791394787E1
51	9.50000000000000000E8	1.07504881232473237E1
51	9.50999999999999979E8	1.07792069045763661E1
51	9.51999999999999957E8	1.08076558710395854E1
51	9.52999999999999936E8	1.08358191073421217E1
51	9.54000000000000092E8	1.08636803373845092E1
51	9.55000000000000071E8	1.08912229271098493E1
51	9.55999999999999872E8	1.09184298884790065E1
51	9.57000000000000028E8	1.09452838843783162E1
51	9.58000000000000007E8	1.09717672343925776E1
51	9.58999999999999986E8	1.09978619216708151E1
51	9.59999999999999964E8	1.10235496009083667E1
51	9.60999999999999943E8	1.10488116074514076E1
51	9.62000000000000099E8	1.10736289674711252E1
51	9.62999999999999901E8	1.10979824097694180E1
51	9.64000000000000057E8	1.11218523779700051E1
51	9.65000000000000036E8	1.11452190451205957E1
51	9.66000000000000014E8	1.11680623287122693E1
51	9.66999999999999993E8	1.11903619074758698E1
51	9.67999999999999972E8	1.12120972397717678E1
51	9.69000000000000128E8	1.12332475826749056E1
51	9.69999999999999929E8	1.12537920134022529E1
51	9.70999999999999908E8	1.12737094513217029E1
51	9.72000000000000064E8	1.12929786822587164E1
51	9.73000000000000043E8	1.13115783832028294E1
51	9.74000000000000021E8	1.13294871494878291E1
51	9.75000000000000000E8	1.13466835229707330E1
51	9.75999999999999979E8	1.13631460210297797E1
51	9.76999999999999957E8	1.13788531680227134E1
51	9.77999999999999936E8	1.13937835270709265E1
51	9.79000000000000092E8	1.14079157336856940E1
51	9.80000000000000071E8	1.14212285303883276E1
51	9.80999999999999872E8	1.14337008022241560E1
51	9.82000000000000028E8	1.14453116137955524E1
51	9.83000000000000007E8	1.14560402468518041E1
51	9.83999999999999986E8	1.14658662387085464E1
51	9.84999999999999964E8	1.14747694217007523E1
51	9.85999999999999943E8	1.14827299628435542E1
51	9.87000000000000099E8	1.14897284041995063E1
51	9.87999999999999901E8	1.14957457035519339E1
51	9.89000000000000057E8	1.15007632751033451E1
51	9.90000000000000036E8	1.15047630302936854E1
51	9.91000000000000014E8	1.15077274183618683E1
51	9.91999999999999993E8	1.15096394668644009E1
51	9.92999999999999972E8	1.15104828211759491E1
51	9.94000000000000128E8	1.15102417839058435E1
51	9.94999999999999929E8	1.15089013527736772E1
51	9.95999999999999908E8	1.15064472583754585E1
51	9.97000000000000064E8	1.15028659994402105E1
51	9.98000000000000043E8	1.14981448780406770E1
51	9.99000000000000021E8	1.14922720320456873E1
51	1.00000000000000000E9	1.14852364668167706E1
51	1.00099999999999989E9	1.14770280839019101E1
51	1.00200000000000000E9	1.14676377086640580E1
51	1.00299999999999989E9	1.14570571151539968E1
51	1.00400000000000000E9	1.14452790482438393E1
51	1.00500000000000012E9	1.14322972441953530E1
51	1.00599999999999978E9	1.14181064479507066E1
51	1.00700000000000012E9	1.14027024274593836E1
51	1.00800000000000001E9	1.13860819859444784E1
51	1.00899999999999990E9	1.13682429706645305E1
51	1.01000000000000001E9	1.13491842791077713E1
51	1.01099999999999990E9	1.13289058618741212E1
51	1.01200000000000001E9	1.13074087229925402E1
51	1.01299999999999990E9	1.12846949168054489E1
51	1.01400000000000001E9	1.12607675422467701E1
51	1.01500000000000012E9	1.12356307337679229E1
51	1.01600000000000001E9	1.12092896500817996E1
51	1.01699999999999990E9	1.11817504590628936E1
51	1.01800000000000002E9	1.11530203209238699E1
51	1.01900000000000013E9	1.11231073680875459E1
51	1.02000000000000002E9	1.10920206829768997E1
51	1.02099999999999991E9	1.10597702728942870E1
51	1.02200000000000002E9	1.10263670432135275E1
51	1.02300000000000013E9	1.09918227684234138E1
51	1.02400000000000002E9	1.09561500603748807E1
51	1.02499999999999991E9	1.09193623361090686E1
51	1.02600000000000002E9	1.08814737829586905E1
51	1.02699999999999991E9	1.08424993227667676E1
51	1.02800000000000002E9	1.08024545747919776E1
51	1.02900000000000014E9	1.07613558175382562E1
51	1.03000000000000003E9	1.07192199495713658E1
51	1.03099999999999992E9	1.06760644497815194E1
51	1.03200000000000003E9	1.06319073371709627E1
51	1.03299999999999992E9	1.05867671301139032E1
51	1.03400000000000003E9	1.05406628057869067E1
51	1.03499999999999992E9	1.04936137591408807E1
51	1.03600000000000003E9	1.04456397623417030E1
51	1.03700000000000014E9	1.03967609246089165E1
51	1.03799999999999981E9	1.03469976521504248E1
51	1.03900000000000015E9	1.02963706089478824E1
51	1.04000000000000004E9	1.02449006782253038E1
51	1.04099999999999993E9	1.01926089245509077E1
51	1.04200000000000004E9	1.01395165573413282E1
51	1.04299999999999993E9	1.00856448947787780E1
51	1.04400000000000004E9	1.00310153291489179E1
51	1.04499999999999993E9	9.97564929354436991E0
51	1.04599999999999982E9	9.91956822936118243E0
51	1.04700000000000015E9	9.86279355570836103E0
51	1.04800000000000004E9	9.80534663939092077E0
51	1.04899999999999993E9	9.74724876704960153E0
51	1.05000000000000004E9	9.68852111803066229E0
51	1.05099999999999993E9	9.62918473946211861E0
51	1.05200000000000005E9	9.56926052182436493E0
51	1.05299999999999994E9	9.50876917689190293E0
51	1.05400000000000005E9	9.44773121641081914E0
51	1.05500000000000016E9	9.38616693260683022E0
51	1.05599999999999983E9	9.32409637991337270E0
51	1.05699999999999994E9	9.26153935815925067E0
51	1.05800000000000005E9	9.19851539727060263E0
51	1.05899999999999994E9	9.13504374291760612E0
51	1.06000000000000005E9	9.07114334387224730E0
51	1.06099999999999994E9	9.00683284035864773E0
51	1.06200000000000006E9	8.94213055379461252E0
51	1.06299999999999994E9	8.87705447762567346E0
51	1.06400000000000006E9	8.81162226916350022E0
51	1.06499999999999995E9	8.74585124295501082E0
51	1.06600000000000006E9	8.67975836451772942E0
51	1.06699999999999995E9	8.61336024575597392E0
51	1.06800000000000006E9	8.54667314078333007E0
51	1.06900000000000017E9	8.47971294303129852E0
51	1.06999999999999984E9	8.41249518279847841E0
51	1.07099999999999995E9	8.34503502608134085E0
51	1.07200000000000006E9	8.27734727376378387E0
51	1.07299999999999995E9	8.20944636160574781E0
51	1.07400000000000007E9	8.14134636101435838E0
51	1.07499999999999996E9	8.07306098022591279E0
51	1.07600000000000007E9	8.00460356631233161E0
51	1.07699999999999996E9	7.93598710737511315E0
51	1.07799999999999985E9	7.86722423566676898E0
51	1.07900000000000018E9	7.79832723056725996E0
51	1.08000000000000007E9	7.72930802254231786E0
