optIter	freq	dB(S(1,1))[0, ::]
51	1.00700000000000012E9	-2.16251125306775460E1
51	1.00800000000000001E9	-2.04755307253269425E1
51	1.00899999999999990E9	-1.94610292231541271E1
51	1.01000000000000001E9	-1.85536207501320405E1
51	1.01099999999999990E9	-1.77332677803769090E1
51	1.01200000000000001E9	-1.69851307109993077E1
51	1.01299999999999990E9	-1.62979120352805351E1
51	1.01400000000000001E9	-1.56628112429630950E1
51	1.01500000000000012E9	-1.50728386653181490E1
51	1.01600000000000001E9	-1.45223498153796848E1
51	1.01699999999999990E9	-1.40067203236465465E1
51	1.01800000000000002E9	-1.35221134256350695E1
51	1.01900000000000013E9	-1.30653100840348002E1
51	1.02000000000000002E9	-1.26335825333705642E1
51	1.02099999999999991E9	-1.22245985781278033E1
51	1.02200000000000002E9	-1.18363480866912352E1
51	1.02300000000000013E9	-1.14670857799261983E1
51	1.02400000000000002E9	-1.11152861667372682E1
51	1.02499999999999991E9	-1.07796076579608635E1
51	1.02600000000000002E9	-1.04588637070730850E1
51	1.02699999999999991E9	-1.01519993894185800E1
51	1.02800000000000002E9	-9.85807223692241585E0
51	1.02900000000000014E9	-9.57623643452684625E0
51	1.03000000000000003E9	-9.30572969636523517E0
51	1.03099999999999992E9	-9.04586229540480247E0
51	1.03200000000000003E9	-8.79600783730479208E0
51	1.03299999999999992E9	-8.55559545730931781E0
51	1.03400000000000003E9	-8.32410318521041503E0
51	1.03499999999999992E9	-8.10105227626945634E0
51	1.03600000000000003E9	-7.88600234428650104E0
51	1.03700000000000014E9	-7.67854716521894876E0
51	1.03799999999999981E9	-7.47831104449161366E0
51	1.03900000000000015E9	-7.28494565955498974E0
51	1.04000000000000004E9	-7.09812730565238414E0
51	1.04099999999999993E9	-6.91755448513163707E0
51	1.04200000000000004E9	-6.74294578984553183E0
51	1.04299999999999993E9	-6.57403803613132709E0
