freq	dB(S(1,2))
5.00000000000000000E8	-2.68919738864121172E1
5.09999999999999964E8	-2.67296136373225801E1
5.20000000000000018E8	-2.65662657191898965E1
5.29999999999999982E8	-2.64016751275735739E1
5.40000000000000036E8	-2.62355907376871533E1
5.50000000000000000E8	-2.60677640381097619E1
5.59999999999999964E8	-2.58979479098013110E1
5.70000000000000018E8	-2.57258954384824579E1
5.79999999999999982E8	-2.55513587494271910E1
5.90000000000000036E8	-2.53740878545912851E1
6.00000000000000000E8	-2.51938295027090131E1
6.09999999999999964E8	-2.50103260236293679E1
6.20000000000000018E8	-2.48233141588665118E1
6.29999999999999982E8	-2.46325238710026850E1
6.40000000000000036E8	-2.44376771253100333E1
6.50000000000000000E8	-2.42384866380808450E1
6.59999999999999964E8	-2.40346545872957273E1
6.70000000000000018E8	-2.38258712832670572E1
6.79999999999999982E8	-2.36118137991564625E1
6.90000000000000036E8	-2.33921445648310389E1
7.00000000000000000E8	-2.31665099323498769E1
7.09999999999999964E8	-2.29345387281142221E1
7.20000000000000018E8	-2.26958408160599312E1
7.29999999999999982E8	-2.24500057094738326E1
7.40000000000000036E8	-2.21966012873735563E1
7.50000000000000000E8	-2.19351726967699978E1
7.59999999999999964E8	-2.16652415577615276E1
7.70000000000000018E8	-2.13863056380525984E1
7.79999999999999982E8	-2.10978392324321362E1
7.90000000000000036E8	-2.07992945795851769E1
8.00000000000000000E8	-2.04901047832787242E1
8.09999999999999964E8	-2.01696888937242003E1
8.19999999999999929E8	-1.98374600683990465E1
8.30000000000000071E8	-1.94928380991545014E1
8.40000000000000036E8	-1.91352681040173134E1
8.50000000000000000E8	-1.87642478884583985E1
8.59999999999999964E8	-1.83793674477883640E1
8.69999999999999929E8	-1.79803653820765419E1
8.80000000000000071E8	-1.75672086934918736E1
8.90000000000000036E8	-1.71402045502827471E1
9.00000000000000000E8	-1.67001550087629091E1
9.09999999999999964E8	-1.62485679248278680E1
9.19999999999999929E8	-1.57879382155391723E1
9.30000000000000071E8	-1.53221108049073274E1
9.40000000000000036E8	-1.48567254305424301E1
9.50000000000000000E8	-1.43997165964871665E1
9.59999999999999964E8	-1.39617898841000221E1
9.69999999999999929E8	-1.35567126239840641E1
9.80000000000000071E8	-1.32011549820690188E1
9.90000000000000036E8	-1.29137521716580506E1
1.00000000000000000E9	-1.27131416801513741E1
1.01000000000000001E9	-1.26150773720161569E1
1.02000000000000002E9	-1.26292964181435274E1
1.03000000000000003E9	-1.27572732541274281E1
1.04000000000000004E9	-1.29918578445447075E1
1.05000000000000004E9	-1.33189710443528164E1
1.06000000000000005E9	-1.37205757061934652E1
1.06999999999999984E9	-1.41777508523616547E1
1.08000000000000007E9	-1.46730011749498490E1
1.09000000000000008E9	-1.51915223000195354E1
1.10000000000000009E9	-1.57215839901636789E1
1.10999999999999988E9	-1.62543559918152214E1
1.11999999999999988E9	-1.67834709357017253E1
1.13000000000000012E9	-1.73045200052772752E1
1.14000000000000012E9	-1.78145846319223855E1
1.14999999999999991E9	-1.83118451344057265E1
1.15999999999999992E9	-1.87952729424670784E1
1.16999999999999993E9	-1.92643975791927646E1
1.18000000000000016E9	-1.97191345968128329E1
1.18999999999999995E9	-2.01596606888422603E1
1.19999999999999996E9	-2.05863241790487361E1
1.20999999999999996E9	-2.09995815144784403E1
1.21999999999999997E9	-2.13999526272332297E1
1.22999999999999998E9	-2.17879898703964203E1
1.23999999999999999E9	-2.21642566608629643E1
1.25000000000000000E9	-2.25293130318817081E1
1.26000000000000001E9	-2.28837060842829976E1
1.27000000000000002E9	-2.32279638957314827E1
1.28000000000000003E9	-2.35625918580671634E1
1.29000000000000004E9	-2.38880707077649124E1
1.30000000000000004E9	-2.42048557251637764E1
1.31000000000000005E9	-2.45133767292830163E1
1.31999999999999984E9	-2.48140386028194992E1
1.33000000000000007E9	-2.51072221592899147E1
1.34000000000000008E9	-2.53932852196159642E1
1.35000000000000009E9	-2.56725638049604488E1
1.35999999999999988E9	-2.59453733812475118E1
1.36999999999999988E9	-2.62120101109755410E1
1.38000000000000012E9	-2.64727520824803086E1
1.39000000000000012E9	-2.67278604973487877E1
1.39999999999999991E9	-2.69775808038257692E1
1.40999999999999992E9	-2.72221437693790635E1
1.41999999999999993E9	-2.74617664892783742E1
1.43000000000000016E9	-2.76966533304175133E1
1.43999999999999995E9	-2.79269968113664335E1
1.44999999999999996E9	-2.81529784208425671E1
1.45999999999999996E9	-2.83747693773196508E1
1.46999999999999997E9	-2.85925313330539899E1
1.47999999999999998E9	-2.88064170259234009E1
1.48999999999999999E9	-2.90165708825594892E1
1.50000000000000000E9	-2.92231295761689758E1


