freq	stab_fact(S)
5.49000000000000021E8	1.00119328721863576E0
5.50000000000000000E8	1.00119347861336139E0
5.50999999999999979E8	1.00119357309901491E0
5.52000000000000046E8	1.00119357124326469E0
5.52999999999999936E8	1.00119347360845534E0
5.54000000000000004E8	1.00119328075312986E0
5.54999999999999982E8	1.00119299322890032E0
5.56000000000000050E8	1.00119261158508221E0
5.57000000000000028E8	1.00119213636473581E0
5.58000000000000007E8	1.00119156810852195E0
5.58999999999999986E8	1.00119090734846239E0
5.59999999999999964E8	1.00119015461683625E0
5.61000000000000032E8	1.00118931043833781E0
5.62000000000000011E8	1.00118837533393590E0
5.62999999999999989E8	1.00118734982147206E0
5.63999999999999968E8	1.00118623441239696E0
5.65000000000000036E8	1.00118502961675637E0
5.66000000000000014E8	1.00118373593636267E0
5.66999999999999993E8	1.00118235387334420E0
5.67999999999999972E8	1.00118088392285487E0
5.68999999999999950E8	1.00117932657594944E0
5.70000000000000018E8	1.00117768232038373E0
5.70999999999999996E8	1.00117595164092776E0
5.72000000000000064E8	1.00117413501643959E0
5.72999999999999954E8	1.00117223292374469E0
5.74000000000000021E8	1.00117024583437098E0
5.75000000000000000E8	1.00116817421555271E0
5.75999999999999979E8	1.00116601853326714E0
5.77000000000000046E8	1.00116377924659217E0
5.77999999999999936E8	1.00116145681321167E0
5.79000000000000004E8	1.00115905168650277E0
5.79999999999999982E8	1.00115656431586086E0
5.81000000000000050E8	1.00115399514687287E0
5.82000000000000028E8	1.00115134462279309E0
5.83000000000000007E8	1.00114861318180037E0
5.83999999999999986E8	1.00114580125975627E0
5.84999999999999964E8	1.00114290928748595E0
5.86000000000000032E8	1.00113993769515242E0
5.87000000000000011E8	1.00113688690661973E0
5.87999999999999989E8	1.00113375734431242E0
5.88999999999999968E8	1.00113054942636004E0
5.90000000000000036E8	1.00112726356820558E0
5.91000000000000014E8	1.00112390018071240E0
5.91999999999999993E8	1.00112045967438679E0
5.92999999999999972E8	1.00111694245277616E0
5.93999999999999950E8	1.00111334892009074E0
5.95000000000000018E8	1.00110967947415164E0
5.95999999999999996E8	1.00110593451221441E0
5.97000000000000064E8	1.00110211442631969E0
5.97999999999999954E8	1.00109821960672996E0
5.99000000000000021E8	1.00109425044083000E0
6.00000000000000000E8	1.00109020731171205E0
6.00999999999999979E8	1.00108609060176557E0
6.02000000000000046E8	1.00108190068867842E0
6.02999999999999936E8	1.00107763794789784E0
6.04000000000000004E8	1.00107330275090645E0
6.04999999999999982E8	1.00106889546862843E0
6.06000000000000050E8	1.00106441646714961E0
6.07000000000000028E8	1.00105986611095443E0
6.08000000000000007E8	1.00105524476138341E0
6.08999999999999986E8	1.00105055277617039E0
6.09999999999999964E8	1.00104579051160614E0
6.11000000000000032E8	1.00104095832143969E0
6.12000000000000011E8	1.00103605655579786E0
6.12999999999999989E8	1.00103108556238518E0
6.13999999999999968E8	1.00102604568713027E0
