freq	stab_fact(S)
8.00000000000000000E7	1.52266070398891351E0
8.09999999999999964E7	1.49281964324376082E0
8.19999999999999929E7	1.46461749272957564E0
8.30000000000000071E7	1.43795177467914237E0
8.40000000000000036E7	1.41272746497963930E0
8.50000000000000000E7	1.38885636928120570E0
8.59999999999999964E7	1.36625655818904179E0
8.69999999999999929E7	1.34485185532065055E0
8.80000000000000071E7	1.32457137269767555E0
8.90000000000000036E7	1.30534908863164278E0
9.00000000000000000E7	1.28712346372308373E0
9.09999999999999964E7	1.26983709117876664E0
9.19999999999999929E7	1.25343637801502661E0
9.30000000000000071E7	1.23787125409024612E0
9.40000000000000036E7	1.22309490628642226E0
9.50000000000000000E7	1.20906353538711064E0
9.59999999999999964E7	1.19573613351043240E0
9.69999999999999929E7	1.18307428014742877E0
9.80000000000000071E7	1.17104195506985076E0
9.90000000000000036E7	1.15960536656575064E0
1.00000000000000000E8	1.14873279357332048E0
1.01000000000000001E8	1.13839444047993243E0
1.02000000000000002E8	1.12856230346024278E0
1.03000000000000003E8	1.11921004728717000E0
1.04000000000000004E8	1.11031289175400749E0
1.05000000000000004E8	1.10184750682785859E0
1.06000000000000005E8	1.09379191580890289E0
1.06999999999999984E8	1.08612540579717054E0
1.08000000000000007E8	1.07882844487209395E0
1.09000000000000008E8	1.07188260539501279E0
1.10000000000000009E8	1.06527049294783538E0
1.10999999999999988E8	1.05897568044285295E0
1.11999999999999988E8	1.05298264698413413E0
1.13000000000000012E8	1.04727672108674685E0
1.14000000000000012E8	1.04184402791743858E0
1.14999999999999991E8	1.03667144023930047E0
1.15999999999999992E8	1.03174653276677297E0
1.16999999999999993E8	1.02705753965447544E0
1.18000000000000016E8	1.02259331491360173E0
1.18999999999999995E8	1.01834329548082358E0
1.19999999999999996E8	1.01429746679074473E0
1.20999999999999996E8	1.01044633063257505E0
1.21999999999999997E8	1.00678087512037440E0
1.22999999999999998E8	1.00329254664541323E0
1.23999999999999999E8	9.99973223638586006E-1
1.25000000000000000E8	9.96815192031987074E-1
1.26000000000000001E8	9.93811122278199655E-1
1.27000000000000002E8	9.90954047840089736E-1
1.28000000000000003E8	9.88237345020986346E-1
1.29000000000000004E8	9.85654714059343284E-1
1.30000000000000004E8	9.83200161397895123E-1
1.31000000000000005E8	9.80867983034301361E-1
1.31999999999999984E8	9.78652748896660718E-1
1.33000000000000007E8	9.76549288153105088E-1
1.34000000000000008E8	9.74552675418793690E-1
1.35000000000000009E8	9.72658217773105704E-1
1.35999999999999988E8	9.70861442548858911E-1
1.36999999999999988E8	9.69158085845114492E-1
1.38000000000000012E8	9.67544081703942283E-1
1.39000000000000012E8	9.66015551917721460E-1
1.39999999999999991E8	9.64568796419371033E-1
1.40999999999999992E8	9.63200284226682513E-1
1.41999999999999993E8	9.61906644897249663E-1
1.43000000000000016E8	9.60684660467472362E-1
1.43999999999999995E8	9.59531257838142793E-1
