time	Tran2.TRAN.Vout
9.50052341612689233E-7	-1.12973731104224306E-1
9.50111371237818148E-7	-3.44495587918368029E-1
9.50184689833337970E-7	-3.61717864569455427E-1
9.50250219568554755E-7	-2.95384410442077261E-1
9.50301050932962532E-7	-1.93509161484242553E-1
9.50349392018759076E-7	-9.96702446169621581E-2
9.50405954678763720E-7	4.64133060594859792E-2
9.50456525681930131E-7	1.51575025443699607E-1
9.50528398606162028E-7	2.35011587491083151E-1
9.50576844065080628E-7	2.77166042235142029E-1
9.50640813446439914E-7	2.48712975981848272E-1
9.50707809643081170E-7	2.02803212053062154E-1
9.50805761532309646E-7	1.57553482060586214E-1
9.50905761532309413E-7	1.54972036585637607E-2
9.51005761532308824E-7	-8.59506286991797808E-2
9.51071391013699952E-7	-2.35226412032886767E-1
9.51140074343779318E-7	-4.01572642669246438E-1
9.51208745284578683E-7	-3.20684854520616192E-1
9.51258588554550855E-7	-2.49984460244905682E-1
9.51321999882827107E-7	-1.21489169169732603E-1
9.51379086944685426E-7	1.76603144870183693E-2
9.51433427472946924E-7	1.42588796898748371E-1
9.51505758297168036E-7	2.27405061358415406E-1
9.51553058417224307E-7	2.74644767556866132E-1
9.51610661064112406E-7	2.59324636752771731E-1
9.51706081180994445E-7	2.00162499907399427E-1
9.51806081180993857E-7	1.37687404156880766E-1
9.51904773035977492E-7	-6.38132944588372730E-3
9.52003889692713834E-7	-9.40497371733476406E-2
9.52060542021820666E-7	-2.65193222377127791E-1
9.52130151349380149E-7	-3.93717919663154703E-1
9.52196846366279459E-7	-3.16409914677451454E-1
9.52248127079397655E-7	-2.36668412452568644E-1
9.52313046947369379E-7	-1.06375693124158976E-1
9.52377754642860808E-7	5.98870486329950680E-2
9.52434430268338872E-7	1.64857552554737063E-1
9.52503216889752657E-7	2.44945762317639026E-1
9.52545648209805407E-7	2.77468127772702289E-1
9.52620325636907239E-7	2.38109519356187471E-1
9.52686842738595274E-7	2.00653108154294202E-1
9.52786842738594686E-7	1.41306835623795024E-1
