time	Tran1.TRAN.I_DC.i
3.10163342782996487E-8	8.41628759854593689E-2
3.10788342782996452E-8	7.21753486019759016E-2
3.11413342782996372E-8	6.29379262496639313E-2
3.12038342782996425E-8	5.78187792614973972E-2
3.12663342782996390E-8	5.75378567477100678E-2
3.13288342782996310E-8	6.20617677252416655E-2
3.13913342782996452E-8	7.06246063331620189E-2
3.14538342782996327E-8	8.18637731629302046E-2
3.15163342782996336E-8	9.40457187250470383E-2
3.15788342782996345E-8	1.05321391246099338E-1
3.16413342782996265E-8	1.13964144452379990E-1
3.17038342782996363E-8	1.18604371924781304E-1
3.17663342782996194E-8	1.18456275297277891E-1
3.18288342782996292E-8	1.13465192279219118E-1
3.18913342782996256E-8	1.04328284451399989E-1
3.19538342782996221E-8	9.23961606398823676E-2
3.20163342782996141E-8	7.94641676430821153E-2
3.20788342782996105E-8	6.74833950447106279E-2
3.21413342782996025E-8	5.82533454070850976E-2
3.22038342782996034E-8	5.31413056843327958E-2
3.22663342782996132E-8	5.28668407020328335E-2
3.23288342782996052E-8	5.73967548118543114E-2
3.23913342782996105E-8	6.59655885828117228E-2
3.24538342782996114E-8	7.72111044917282552E-2
3.25163342782996079E-8	8.93993295973521640E-2
3.25788342782996043E-8	1.00679888055881706E-1
3.26413342782996008E-8	1.09325404345993160E-1
3.27038342782995972E-8	1.13967183084889667E-1
3.27663342782995937E-8	1.13821024977130003E-1
3.28288342782995901E-8	1.08833530436627446E-1
3.28913342782995954E-8	9.97026552546731537E-2
3.29538342782995874E-8	8.77790583319847784E-2
3.30163342782995883E-8	7.48573616348850912E-2
3.30788342782995803E-8	6.28877322200278677E-2
3.31413342782995768E-8	5.36687961857439522E-2
3.32038342782995821E-8	4.85671010225220812E-2
3.32663342782995697E-8	4.83020071581781441E-2
3.33288342782995795E-8	5.28406853701821522E-2
3.33913342782995892E-8	6.14182872473849528E-2
3.34538342782995635E-8	7.26730821830073381E-2
3.35163342782995821E-8	8.48708358540923058E-2
3.35788342782995741E-8	9.61600419250838989E-2
3.36413342782995661E-8	1.04812686553094436E-1
3.37038342782995670E-8	1.09460875091272980E-1
3.37663342782995590E-8	1.09321770241326277E-1
3.38288342782995599E-8	1.04342967969497313E-1
3.38913342782995652E-8	9.52229580094158834E-2
3.39538342782995528E-8	8.33122378266889463E-2
3.40163342782995581E-8	7.04045839764295245E-2
3.40788342782995546E-8	5.84492100153818228E-2
3.41413342782995510E-8	4.92439189326673432E-2
3.42038342782995430E-8	4.41546546054639588E-2
3.42663342782995484E-8	4.39007400862925312E-2
3.43288342782995537E-8	4.84498659542265653E-2
3.43913342782995501E-8	5.70379363127284655E-2
3.44538342782995377E-8	6.83038555027727146E-2
3.45163342782995386E-8	8.05132755701403902E-2
3.45788342782995484E-8	9.18137422479072640E-2
3.46413342782995404E-8	1.00476691785951067E-1
3.47038342782995279E-8	1.05134923679000925E-1
3.47663342782995333E-8	1.05006742344775605E-1
3.48288342782995297E-8	1.00040497353680990E-1
3.48913342782995350E-8	9.09349763646458165E-2
3.49538342782995226E-8	7.90403310453310226E-2
3.50163342782995279E-8	6.61493916395382708E-2
3.50788342782995244E-8	5.42103938210789149E-2
3.51413342782995208E-8	4.50203703482190676E-2
3.52038342782995262E-8	3.99447829859819459E-2
3.52663342782995137E-8	3.97030613777671260E-2
3.53288342782995191E-8	4.42635455970160940E-2
3.53913342782995155E-8	5.28630058285822013E-2
3.54538342782995075E-8	6.41410863860559743E-2
3.55163342782995084E-8	7.63634568502245514E-2
3.55788342782995093E-8	8.76768821212798954E-2
3.56413342782995102E-8	9.63523335341813869E-2
3.57038342782994977E-8	1.01023210137063235E-1
3.57663342782994986E-8	1.00908762288013421E-1
3.58288342782995040E-8	9.59578852163605234E-2
3.58913342782995048E-8	8.68694614989763636E-2
3.59538342782994924E-8	7.49931423812150655E-2
3.60163342782994889E-8	6.21207325854091685E-2
3.60788342782994986E-8	5.01994710378433240E-2
3.61413342782994906E-8	4.10256676075806848E-2
3.62038342782994915E-8	3.59644058874722905E-2
3.62663342782994835E-8	3.57353376493295016E-2
3.63288342782994933E-8	4.03075538615477136E-2
3.63913342782994809E-8	4.89187752507271689E-2
3.64538342782994818E-8	6.02094647880803535E-2
3.65163342782994782E-8	7.24454223366159944E-2
3.65788342782994880E-8	8.37727826373513373E-2
3.66413342782994622E-8	9.24621325593110654E-2
3.67038342782994764E-8	9.71473929565625482E-2
3.67663342782994729E-8	9.70485938760910827E-2
3.68288342782994693E-8	9.21150055151239755E-2
3.68913342782994702E-8	8.30454403894841597E-2
3.69538342782994622E-8	7.11889253664862842E-2
3.70163342782994675E-8	5.83361816140279732E-2
3.70788342782994640E-8	4.64334382215450603E-2
3.71413342782994604E-8	3.72763206448498696E-2
3.72038342782994569E-8	3.22296187735646988E-2
3.72663342782994578E-8	3.20132924836343324E-2
3.73288342782994498E-8	3.65972540610551000E-2
3.73913342782994462E-8	4.52202306292910094E-2
3.74538342782994471E-8	5.65235559266534704E-2
3.75163342782994524E-8	6.87732528888805650E-2
3.75788342782994444E-8	8.01149609680919816E-2
3.76413342782994409E-8	8.88189581218368396E-2
3.77038342782994373E-8	9.35196275057780113E-2
3.77663342782994427E-8	9.34376448180919539E-2
3.78288342782994436E-8	8.85225217104370543E-2
3.78913342782994444E-8	7.94728748006206054E-2
3.79538342782994320E-8	6.76370134337094520E-2
3.80163342782994373E-8	5.48045363586482903E-2
3.80788342782994338E-8	4.29206557916730080E-2
3.81413342782994214E-8	3.37803413712176148E-2
3.82038342782994267E-8	2.87481531704304594E-2
3.82663342782994231E-8	2.85444170668358943E-2
3.83288342782994285E-8	3.31399059982758493E-2
3.83913342782994249E-8	4.17743817931586037E-2
3.84538342782994125E-8	5.30900765425829668E-2
3.85163342782994178E-8	6.53533085289225113E-2
3.85788342782994143E-8	7.67093416918307547E-2
3.86413342782994107E-8	8.54282163036633868E-2
3.87038342782994027E-8	9.01447356106160669E-2
3.87663342782994080E-8	9.00801192971320219E-2
3.88288342782994134E-8	8.51840224320394057E-2
3.88913342782994098E-8	7.61547769588605483E-2
3.89538342782994018E-8	6.43399115788095699E-2
3.90163342782993983E-8	5.15278806948985313E-2
3.90788342782994036E-8	3.96628782397779744E-2
3.91413342782993912E-8	3.05392376089963724E-2
3.92038342782993876E-8	2.55213324075207915E-2
3.92663342782993841E-8	2.53298868556778434E-2
3.93288342782993983E-8	2.99365451589464282E-2
3.93913342782993903E-8	3.85821061641768948E-2
3.94538342782993823E-8	4.99097063873059543E-2
3.95163342782993965E-8	6.21860121226709328E-2
3.95788342782993974E-8	7.35560167927896558E-2
3.96413342782993894E-8	8.22895907470352128E-2
3.97038342782993769E-8	8.70219304412456474E-2
3.97663342782993734E-8	8.69747279695732800E-2
3.98288342782993743E-8	8.20977166483638854E-2
3.98913342782993796E-8	7.30888880715530753E-2
3.99538342782993716E-8	6.12949550922110209E-2
4.00000000000000000E-8	5.17783415957389437E-2


