time	Tran1.TRAN.VCC
0.00000000000000000E0	8.00000000000000000E0
6.25000000000000444E-13	8.00000000000000000E0
1.25000000000000089E-12	8.00000000000000000E0
3.12500000000000222E-12	8.00000000000000000E0
8.75000000000000178E-12	8.00000000000000000E0
2.56250000000000044E-11	8.00000000000000000E0
4.71201196761594243E-11	8.00000000000000000E0
6.80884389494362807E-11	8.00000000000000000E0
9.04822356354452140E-11	8.00000000000000000E0
1.15000193449026034E-10	8.00000000000000000E0
1.46138769962909043E-10	8.00000000000000000E0
1.89537897305085901E-10	8.00000000000000000E0
2.30972031800962041E-10	8.00000000000000000E0
2.75668120027441965E-10	8.00000000000000000E0
3.08590450471622813E-10	8.00000000000000000E0
3.35790410320461863E-10	8.00000000000000000E0
3.72300683934278842E-10	8.00000000000000000E0
4.18143080599607231E-10	8.00000000000000000E0
4.78110978983646007E-10	8.00000000000000000E0
5.40610978983645829E-10	8.00000000000000000E0
6.03110978983646007E-10	8.00000000000000000E0
6.65610978983646007E-10	8.00000000000000000E0
7.28110978983646184E-10	8.00000000000000000E0
7.90610978983646184E-10	8.00000000000000000E0
8.53110978983646184E-10	8.00000000000000000E0
9.15610978983646362E-10	8.00000000000000000E0
9.78110978983646362E-10	8.00000000000000000E0
1.04061097898364641E-9	8.00000000000000000E0
1.09339474704735373E-9	8.00000000000000000E0
1.15296486631795703E-9	8.00000000000000000E0
1.21546486631795725E-9	8.00000000000000000E0
1.27796486631795725E-9	8.00000000000000000E0
1.34046486631795680E-9	8.00000000000000000E0
1.39692463097804365E-9	8.00000000000000000E0
1.44983162525289844E-9	8.00000000000000000E0
1.50226729926844671E-9	8.00000000000000000E0
1.55514690890508600E-9	8.00000000000000000E0
1.61285291133882502E-9	8.00000000000000000E0
1.67535291133882547E-9	8.00000000000000000E0
1.73215566305059521E-9	8.00000000000000000E0
1.78009825865964610E-9	8.00000000000000000E0
1.82086538311622026E-9	8.00000000000000000E0
1.86905703754972086E-9	8.00000000000000000E0
1.93074269358676776E-9	8.00000000000000000E0
1.98247768314756878E-9	8.00000000000000000E0
2.04497768314756900E-9	8.00000000000000000E0
2.10747768314756900E-9	8.00000000000000000E0
2.14923948381595853E-9	8.00000000000000000E0
2.19312952143536322E-9	8.00000000000000000E0
2.23440249295884907E-9	8.00000000000000000E0
2.27288646282780160E-9	8.00000000000000000E0
2.33086627142043534E-9	8.00000000000000000E0
2.37699702416335956E-9	8.00000000000000000E0
2.43949702416336045E-9	8.00000000000000000E0
2.48894464883967093E-9	8.00000000000000000E0
2.53770456985018189E-9	8.00000000000000000E0
2.59167207373549369E-9	8.00000000000000000E0
2.62944876436914754E-9	8.00000000000000000E0
2.69194876436914754E-9	8.00000000000000000E0
2.72593337225213350E-9	8.00000000000000000E0
2.77022117542616630E-9	8.00000000000000000E0
2.81147069565213403E-9	8.00000000000000000E0
2.84931968902947030E-9	8.00000000000000000E0
2.88709933463952462E-9	8.00000000000000000E0
2.91458745954303167E-9	8.00000000000000000E0
2.94229525404129433E-9	8.00000000000000000E0
2.96884586237618908E-9	8.00000000000000000E0
2.99758060065434151E-9	8.00000000000000000E0
3.03158263460415967E-9	8.00000000000000000E0
3.06005711542891135E-9	8.00000000000000000E0
3.11950909315404790E-9	8.00000000000000000E0
3.15272946345516436E-9	8.00000000000000000E0
3.17575885741083219E-9	8.00000000000000000E0
3.19649767810117869E-9	8.00000000000000000E0
3.21261015130245742E-9	8.00000000000000000E0
3.22117054642686540E-9	8.00000000000000000E0
3.23134220745111778E-9	8.00000000000000000E0
3.24568650579139728E-9	8.00000000000000000E0
3.27644899536961232E-9	8.00000000000000000E0
3.29943621708129253E-9	8.00000000000000000E0
3.32669131350404523E-9	8.00000000000000000E0
3.36564908247022609E-9	8.00000000000000000E0
3.39314602570867230E-9	8.00000000000000000E0
3.42470696464610924E-9	8.00000000000000000E0
3.45571343775179995E-9	8.00000000000000000E0
3.48340359084170048E-9	8.00000000000000000E0
3.51094004954130146E-9	8.00000000000000000E0
3.53319403782860819E-9	8.00000000000000000E0
3.56908205657566491E-9	8.00000000000000000E0
3.59723090296633430E-9	8.00000000000000000E0
3.63740064693119791E-9	8.00000000000000000E0
3.67666643701910800E-9	8.00000000000000000E0
3.71771965707299579E-9	8.00000000000000000E0
3.76506065482683994E-9	8.00000000000000000E0
3.80741600211680620E-9	8.00000000000000000E0
3.84673394886801745E-9	8.00000000000000000E0
3.88606411766556281E-9	8.00000000000000000E0
3.92095380405791172E-9	8.00000000000000000E0
3.97037685506958038E-9	8.00000000000000000E0
4.01683544347575605E-9	8.00000000000000000E0
4.07933544347575605E-9	8.00000000000000000E0
4.13350335719811213E-9	8.00000000000000000E0
4.19600335719811124E-9	8.00000000000000000E0
4.25150226032249545E-9	8.00000000000000000E0
4.29529054934735566E-9	8.00000000000000000E0
4.35779054934735566E-9	8.00000000000000000E0
4.40723876978939799E-9	8.00000000000000000E0
4.46973876978939888E-9	8.00000000000000000E0
4.53223876978939799E-9	8.00000000000000000E0
4.59473876978939799E-9	8.00000000000000000E0
4.65723876978939888E-9	8.00000000000000000E0
4.71973876978939710E-9	8.00000000000000000E0
4.78223876978939799E-9	8.00000000000000000E0
4.84343155553080429E-9	8.00000000000000000E0
4.89991239771378950E-9	8.00000000000000000E0
4.96241239771378861E-9	8.00000000000000000E0
5.02491239771378861E-9	8.00000000000000000E0
5.08741239771378861E-9	8.00000000000000000E0
5.13627328100300318E-9	8.00000000000000000E0
5.19877328100300407E-9	8.00000000000000000E0
5.25285382474817286E-9	8.00000000000000000E0
5.30658050335743958E-9	8.00000000000000000E0
5.36908050335744047E-9	8.00000000000000000E0
5.42741586725700742E-9	8.00000000000000000E0
5.48991586725700742E-9	8.00000000000000000E0
5.55145840106435084E-9	8.00000000000000000E0
5.59678667757058435E-9	8.00000000000000000E0
5.64364329049749713E-9	8.00000000000000000E0
5.68595823133891098E-9	8.00000000000000000E0
5.72113154369727983E-9	8.00000000000000000E0
5.78363154369727983E-9	8.00000000000000000E0
5.82299187964704146E-9	8.00000000000000000E0
5.88549187964703968E-9	8.00000000000000000E0
5.93570930831011445E-9	8.00000000000000000E0
5.98457961168127817E-9	8.00000000000000000E0
6.04017296251222913E-9	8.00000000000000000E0
6.08705156753143761E-9	8.00000000000000000E0
6.14955156753143584E-9	8.00000000000000000E0
6.19887325864858774E-9	8.00000000000000000E0
6.23511033484573840E-9	8.00000000000000000E0
6.28931479623943801E-9	8.00000000000000000E0
6.31819750379178657E-9	8.00000000000000000E0
6.34774895686107588E-9	8.00000000000000000E0
6.37191508424899133E-9	8.00000000000000000E0
6.42289531609039344E-9	8.00000000000000000E0
6.45805983322602373E-9	8.00000000000000000E0
6.52055983322602373E-9	8.00000000000000000E0
6.57445159597397932E-9	8.00000000000000000E0
6.63695159597398110E-9	8.00000000000000000E0
6.69787692391733636E-9	8.00000000000000000E0
6.76037692391733813E-9	8.00000000000000000E0
6.82287692391733636E-9	8.00000000000000000E0
6.88537692391733547E-9	8.00000000000000000E0
6.94726148823551704E-9	8.00000000000000000E0
7.00976148823551615E-9	8.00000000000000000E0
7.07226148823551526E-9	8.00000000000000000E0
7.13476148823551348E-9	8.00000000000000000E0
7.19726148823551259E-9	8.00000000000000000E0
7.25643539433951368E-9	8.00000000000000000E0
7.30040778172248395E-9	8.00000000000000000E0
7.31441281256544329E-9	8.00000000000000000E0
7.32973703026874190E-9	8.00000000000000000E0
7.34128110471698925E-9	8.00000000000000000E0
7.35751431171687109E-9	8.00000000000000000E0
7.37236816580331666E-9	8.00000000000000000E0
7.38810957711638139E-9	8.00000000000000000E0
7.40484473891014616E-9	8.00000000000000000E0
7.42796191834871333E-9	8.00000000000000000E0
7.44040837255848686E-9	8.00000000000000000E0
7.44942010195681714E-9	8.00000000000000000E0
7.45833378644220613E-9	8.00000000000000000E0
7.48507483989836864E-9	8.00000000000000000E0
7.50288902184378514E-9	8.00000000000000000E0
7.52568755518912891E-9	8.00000000000000000E0
7.55153717597509377E-9	8.00000000000000000E0
7.58061532841387642E-9	8.00000000000000000E0
7.60851082886317975E-9	8.00000000000000000E0
7.66820404071088824E-9	8.00000000000000000E0
7.69956053779466387E-9	8.00000000000000000E0
7.75603873393365806E-9	8.00000000000000000E0
7.78785121562290072E-9	8.00000000000000000E0
7.85035121562289895E-9	8.00000000000000000E0
7.88564901496240367E-9	8.00000000000000000E0
7.93904775872684265E-9	8.00000000000000000E0
7.99421375439395021E-9	8.00000000000000000E0
8.04962882841731187E-9	8.00000000000000000E0
8.11212882841731009E-9	8.00000000000000000E0
8.16597423360833119E-9	8.00000000000000000E0
8.22847423360832941E-9	8.00000000000000000E0
8.27759352468849308E-9	8.00000000000000000E0
8.34009352468849130E-9	8.00000000000000000E0
8.40259352468849308E-9	8.00000000000000000E0
8.46509352468849130E-9	8.00000000000000000E0
8.52759352468849308E-9	8.00000000000000000E0
8.59009352468849130E-9	8.00000000000000000E0
8.65259352468848952E-9	8.00000000000000000E0
8.71509352468848775E-9	8.00000000000000000E0
8.76606674625432447E-9	8.00000000000000000E0
8.80727173187738188E-9	8.00000000000000000E0
8.85456973066266251E-9	8.00000000000000000E0
8.90169039424674402E-9	8.00000000000000000E0
8.95923624825694276E-9	8.00000000000000000E0
9.00393790131798255E-9	8.00000000000000000E0
9.05411893446408911E-9	8.00000000000000000E0
9.10321592633517263E-9	8.00000000000000000E0
9.16571592633516907E-9	8.00000000000000000E0
9.22821592633517085E-9	8.00000000000000000E0
9.29071592633516730E-9	8.00000000000000000E0
9.35321592633516730E-9	8.00000000000000000E0
9.41571592633517263E-9	8.00000000000000000E0
9.47821592633517085E-9	8.00000000000000000E0
9.54071592633516907E-9	8.00000000000000000E0
9.60321592633517263E-9	8.00000000000000000E0
9.66416688569720606E-9	8.00000000000000000E0
9.72666688569720606E-9	8.00000000000000000E0
9.75633332436599510E-9	8.00000000000000000E0
9.77663735249756272E-9	8.00000000000000000E0
9.81223952615705564E-9	8.00000000000000000E0
9.83394299706296060E-9	8.00000000000000000E0
9.86946511428358875E-9	8.00000000000000000E0
9.89829779057356518E-9	8.00000000000000000E0
9.93460249697525910E-9	8.00000000000000000E0
9.96684658665255441E-9	8.00000000000000000E0
9.99376866669854280E-9	8.00000000000000000E0
1.00278925852258327E-8	8.00000000000000000E0
1.00504490576317762E-8	8.00000000000000000E0
1.00916754596938940E-8	8.00000000000000000E0
1.01179711028104213E-8	8.00000000000000000E0
1.01667721789205068E-8	8.00000000000000000E0
1.02001780214815829E-8	8.00000000000000000E0
1.02545671465964494E-8	8.00000000000000000E0
1.02908161062053116E-8	8.00000000000000000E0
1.03507963150912552E-8	8.00000000000000000E0
1.04056014055815904E-8	8.00000000000000000E0
1.04681014055815891E-8	8.00000000000000000E0
1.05275852552333271E-8	8.00000000000000000E0
1.05900852552333258E-8	8.00000000000000000E0
1.06525852552333267E-8	8.00000000000000000E0
1.07150852552333276E-8	8.00000000000000000E0
1.07775852552333240E-8	8.00000000000000000E0
1.08400852552333249E-8	8.00000000000000000E0
1.09014197847553596E-8	8.00000000000000000E0
1.09496537393427151E-8	8.00000000000000000E0
1.09879891193323531E-8	8.00000000000000000E0
1.10260162514069582E-8	8.00000000000000000E0
1.10746179316903937E-8	8.00000000000000000E0
1.11092170212097341E-8	8.00000000000000000E0
1.11365401367954187E-8	8.00000000000000000E0
1.11604653308603519E-8	8.00000000000000000E0
1.11881659941801725E-8	8.00000000000000000E0
1.12120489326079675E-8	8.00000000000000000E0
1.12485431681055004E-8	8.00000000000000000E0
1.12891075514745909E-8	8.00000000000000000E0
1.13365854215712747E-8	8.00000000000000000E0
1.13952369207360737E-8	8.00000000000000000E0
1.14577369207360746E-8	8.00000000000000000E0
1.15120551415575845E-8	8.00000000000000000E0
1.15745551415575854E-8	8.00000000000000000E0
1.16370551415575862E-8	8.00000000000000000E0
1.16995551415575849E-8	8.00000000000000000E0
1.17620551415575836E-8	8.00000000000000000E0
1.18245551415575822E-8	8.00000000000000000E0
1.18870551415575809E-8	8.00000000000000000E0
1.19495551415575796E-8	8.00000000000000000E0
1.20078600433401550E-8	8.00000000000000000E0
1.20680277530559388E-8	8.00000000000000000E0
1.21235213881238302E-8	8.00000000000000000E0
1.21622101794495596E-8	8.00000000000000000E0
1.22247101794495583E-8	8.00000000000000000E0
1.22827561215298653E-8	8.00000000000000000E0
1.23452561215298617E-8	8.00000000000000000E0
1.24077561215298626E-8	8.00000000000000000E0
1.24702561215298613E-8	8.00000000000000000E0
