time	Tran1.TRAN.Vc
3.33913342782995892E-8	5.32138668827654282E0
3.34538342782995635E-8	4.83570348302655084E0
3.35163342782995821E-8	4.82452028655569354E0
3.35788342782995741E-8	5.28678767842910613E0
3.36413342782995661E-8	6.16247463494260028E0
3.37038342782995670E-8	7.32908869652337458E0
3.37663342782995590E-8	8.61086339944977652E0
3.38288342782995599E-8	9.81008452080016369E0
3.38913342782995652E-8	1.07396210231741795E1
3.39538342782995528E-8	1.12515465928803371E1
3.40163342782995581E-8	1.12649420853706106E1
3.40788342782995546E-8	1.07788971062907213E1
3.41413342782995510E-8	9.86959605069026580E0
3.42038342782995430E-8	8.68006814071498489E0
3.42663342782995484E-8	7.39710285628572883E0
3.43288342782995537E-8	6.21833433570773675E0
3.43913342782995501E-8	5.32128095937911727E0
3.44538342782995377E-8	4.83536334022892333E0
3.45163342782995386E-8	4.82412330663507927E0
3.45788342782995484E-8	5.28664154365744743E0
3.46413342782995404E-8	6.16255403244381395E0
3.47038342782995279E-8	7.32906426903570285E0
3.47663342782995333E-8	8.61047957447338952E0
3.48288342782995297E-8	9.80920951714798406E0
3.48913342782995350E-8	1.07382319450070307E1
3.49538342782995226E-8	1.12498412740361520E1
3.50163342782995279E-8	1.12632058681188196E1
3.50788342782995244E-8	1.07773451436559986E1
3.51413342782995208E-8	9.86840841594667140E0
3.52038342782995262E-8	8.67931322151821583E0
3.52663342782995137E-8	7.39665953526953057E0
3.53288342782995191E-8	6.21799258029012769E0
3.53913342782995155E-8	5.32080785029266412E0
3.54538342782995075E-8	4.83461244895197328E0
3.55163342782995084E-8	4.82323114745195536E0
3.55788342782995093E-8	5.28587091038481827E0
3.56413342782995102E-8	6.16188043681633157E0
3.57038342782994977E-8	7.32820541630540756E0
3.57663342782994986E-8	8.60923269895303989E0
3.58288342782995040E-8	9.80749637323062196E0
3.58913342782995048E-8	1.07360801620408686E1
3.59538342782994924E-8	1.12474776639248097E1
3.60163342782994889E-8	1.12609278265478308E1
3.60788342782994986E-8	1.07753659636319288E1
3.61413342782994906E-8	9.86688630947528722E0
3.62038342782994915E-8	8.67828564712317707E0
3.62663342782994835E-8	7.39597744468385176E0
3.63288342782994933E-8	6.21742211975389392E0
3.63913342782994809E-8	5.32009673151886275E0
3.64538342782994818E-8	4.83359328133301780E0
3.65163342782994782E-8	4.82200352154192657E0
3.65788342782994880E-8	5.28465708149718694E0
3.66413342782994622E-8	6.16065480934143483E0
3.67038342782994764E-8	7.32672615195629895E0
3.67663342782994729E-8	8.60734138514549940E0
3.68288342782994693E-8	9.80515769603492338E0
3.68913342782994702E-8	1.07333633807498918E1
3.69538342782994622E-8	1.12446316915714473E1
3.70163342782994675E-8	1.12582580454989101E1
3.70788342782994640E-8	1.07730847995510004E1
3.71413342782994604E-8	9.86513354439710355E0
3.72038342782994569E-8	8.67707425004984856E0
3.72663342782994578E-8	7.39513906364017970E0
3.73288342782994498E-8	6.21670628079357002E0
3.73913342782994462E-8	5.31923922545543526E0
3.74538342782994471E-8	4.83241195036142468E0
3.75163342782994524E-8	4.82056511968898604E0
3.75788342782994444E-8	5.28314741544057842E0
3.76413342782994409E-8	6.15904569038808170E0
3.77038342782994373E-8	7.32480843365747258E0
3.77663342782994427E-8	8.60499233904346106E0
3.78288342782994436E-8	9.80237459215874374E0
3.78913342782994444E-8	1.07302473877606430E1
3.79538342782994320E-8	1.12414476991572831E1
3.80163342782994373E-8	1.12553156333986193E1
3.80788342782994338E-8	1.07705961016025276E1
3.81413342782994214E-8	9.86322428337289381E0
3.82038342782994267E-8	8.67573897870514266E0
3.82663342782994231E-8	7.39419836419291965E0
3.83288342782994285E-8	6.21590070907075720E0
3.83913342782994249E-8	5.31829911127441779E0
3.84538342782994125E-8	4.83114650201886064E0
3.85163342782994178E-8	4.81901268993239018E0
3.85788342782994143E-8	5.28146074052614445E0
3.86413342782994107E-8	6.15719292341826741E0
3.87038342782994027E-8	7.32260542027340211E0
3.87663342782994080E-8	8.60234321928577650E0
3.88288342782994134E-8	9.79929989060415174E0
3.88913342782994098E-8	1.07268705120288899E1
3.89538342782994018E-8	1.12380437494346208E1
3.90163342782993983E-8	1.12521953877636105E1
3.90788342782994036E-8	1.07679714138973059E1
3.91413342782993912E-8	9.86121131955360575E0
3.92038342782993876E-8	8.67431980159198446E0
3.92663342782993841E-8	7.39318958939368631E0
3.93288342782993983E-8	6.21504150012402423E0
3.93913342782993903E-8	5.31732007440410559E0
3.94538342782993823E-8	4.82985352382292632E0
3.95163342782993965E-8	4.81742050856422654E0
3.95788342782993974E-8	5.27969188298570469E0
3.96413342782993894E-8	6.15521088791668358E0
3.97038342782993769E-8	7.32024427593460913E0
3.97663342782993734E-8	8.59952539451516174E0
3.98288342782993743E-8	9.79606093517326926E0
3.98913342782993796E-8	1.07233473333219131E1
3.99538342782993716E-8	1.12345160462029625E1
4.00000000000000000E-8	1.12941280337835259E1


